39	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@yad1986m-words#@yad1986m#83.46#83.73
40	ел	есть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#83.73#84.0
41	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#84.0#84.27
42	будет	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#84.27#84.54
43	здорово	здоровый	ADV	_	Degree=Pos	_	_	_	@yad1986m-words#@yad1986m#84.54#84.83
44	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@yad1986m-words#@yad1986m#122.85#123.118
45	изначально	изначально	ADV	_	_	_	_	_	@yad1986m-words#@yad1986m#123.118#123.386
46	вкладывал	вкладывать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#123.386#123.654
47	свои	свой	DET	_	Case=Acc|Number=Plur	_	_	_	@yad1986m-words#@yad1986m#123.654#123.922
48	бабки	бабки	NOUN	_	Animacy=Inan|Case=Acc|Number=Plur	_	_	_	@yad1986m-words#@yad1986m#123.922#124.19
49	в	в	ADP	_	_	_	_	_	@yad1986m-words#@yad1986m#124.19#124.458
50	него	он	PRON	_	Case=Acc|Gender=Masc|Number=Sing|Person=3	_	_	_	@yad1986m-words#@yad1986m#124.458#124.73
51	сколько	сколько	NUM	_	_	_	_	_	@yad1986m-words#@yad1986m#125.52#125.781
52	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#125.781#126.042
53	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#126.042#126.303
54	нужно	нужный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@yad1986m-words#@yad1986m#126.303#126.564
55	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#126.564#126.825
56	чтобы	чтобы	SCONJ	_	Mood=Cnd	_	_	_	@yad1986m-words#@yad1986m#126.825#127.086
57	вложить	вложить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#127.086#127.347
58	в	в	ADP	_	_	_	_	_	@yad1986m-words#@yad1986m#127.347#127.608
59	него	он	PRON	_	Case=Acc|Gender=Masc|Number=Sing|Person=3	_	_	_	@yad1986m-words#@yad1986m#127.608#127.87
60	ааа	ааа	INTJ	_	_	_	_	_	@yad1986m-words#@yad1986m#129.789#130.102
61	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#130.102#130.415
62	нуу	нуу	INTJ	_	_	_	_	_	@yad1986m-words#@yad1986m#130.415#130.729
63	подожди	подожди	VERB	_	Aspect=Perf|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#130.96#131.141
64	а	а	CCONJ	_	_	_	_	_	@yad1986m-words#@yad1986m#131.141#131.322
65	изначально	изначально	ADV	_	_	_	_	_	@yad1986m-words#@yad1986m#131.322#131.503
66	это	это	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#131.503#131.684
67	видео	видео	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#131.684#131.865
68	было	быть	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#131.865#132.046
69	?	?	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#132.046#132.23
70	а	а	CCONJ	_	_	_	_	_	@yad1986m-words#@yad1986m#134.125#134.372
71	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#134.372#134.619
72	ну	ну	INTJ	_	_	_	_	_	@yad1986m-words#@yad1986m#134.619#134.866
73	да	да	PART	_	_	_	_	_	@yad1986m-words#@yad1986m#134.866#135.113
74	нет	нет	PART	_	_	_	_	_	@yad1986m-words#@yad1986m#135.113#135.36
75	весь	весь	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#135.36#135.607
76	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#135.607#135.854
77	грубо	грубо	ADV	_	Degree=Pos	_	_	_	@yad1986m-words#@yad1986m#135.854#136.101
78	говоря	говорить	VERB	_	Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#136.101#136.348
79	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#136.348#136.595
80	премьера	премьерa	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#136.595#136.842
81	была	быть	AUX	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#136.842#137.089
82	в	в	ADP	_	_	_	_	_	@yad1986m-words#@yad1986m#137.089#137.336
83	йота-спэйсе	йота-спэйс	PROPN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#137.336#137.59
84	сделать	сделать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#138.51#138.787
85	такую	такой	DET	_	Case=Acc|Gender=Fem|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#138.787#139.064
86	постановку	постановка	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#139.064#139.341
87	в	в	ADP	_	_	_	_	_	@yad1986m-words#@yad1986m#139.341#139.618
88	йота-спэйсе	йота-спэйс	PROPN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#139.618#139.895
89	сколько	сколько	NUM	_	_	_	_	_	@yad1986m-words#@yad1986m#139.895#140.172
90	эт...	этo	PROPN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#140.172#140.45
91	нет	нет	PART	_	_	_	_	_	@yad1986m-words#@yad1986m#141.52#141.72
92	уже	уже	ADV	_	_	_	_	_	@yad1986m-words#@yad1986m#143.329#143.554
93	в	в	ADP	_	_	_	_	_	@yad1986m-words#@yad1986m#143.554#143.779
94	крокусе	крокус	PROPN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#143.779#144.004
95	?	?	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#144.004#144.23
96	а	а	CCONJ	_	_	_	_	_	@yad1986m-words#@yad1986m#145.1#145.294
97	стоять	стоять	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#145.294#145.488
98	можно	мочь	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#145.488#145.682
99	или	или	CCONJ	_	_	_	_	_	@yad1986m-words#@yad1986m#145.682#145.876
100	только	только	PART	_	_	_	_	_	@yad1986m-words#@yad1986m#145.876#146.07
101	сидеть	сидеть	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#146.07#146.264
102	?	?	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#146.264#146.46
103	не	не	PART	_	_	_	_	_	@yad1986m-words#@yad1986m#147.39#147.591
104	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#147.591#147.792
105	если	если	SCONJ	_	_	_	_	_	@yad1986m-words#@yad1986m#147.792#147.993
106	стоять	стоять	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#147.993#148.194
107	можно	мочь	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#148.194#148.395
108	то	то	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#148.395#148.596
109	приду	прийти	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#148.596#148.797
110	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#148.797#148.998
111	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@yad1986m-words#@yad1986m#148.998#149.199
112	не	не	PART	_	_	_	_	_	@yad1986m-words#@yad1986m#149.199#149.4
113	представляю	представлять	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#149.4#149.601
114	как	как	ADV	_	_	_	_	_	@yad1986m-words#@yad1986m#149.601#149.802
115	можно	мочь	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#149.802#150.003
116	сидеть	сидеть	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#150.003#150.204
117	в	в	ADP	_	_	_	_	_	@yad1986m-words#@yad1986m#150.204#150.405
118	таких	такой	DET	_	Case=Loc|Number=Plur	_	_	_	@yad1986m-words#@yad1986m#150.405#150.606
119	местах	место	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Plur	_	_	_	@yad1986m-words#@yad1986m#150.606#150.807
120	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#150.807#151.008
121	да	да	INTJ	_	_	_	_	_	@yad1986m-words#@yad1986m#151.008#151.22
122	сколько	сколько	NUM	_	_	_	_	_	@yad1986m-words#@yad1986m#152.2#152.535
123	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#152.535#152.87
124	стоило	стоить	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#152.87#153.205
125	?	?	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#153.205#153.54
126	не	не	PART	_	_	_	_	_	@yad1986m-words#@yad1986m#157.78#157.917
127	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#157.917#158.054
128	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@yad1986m-words#@yad1986m#158.054#158.191
129	ска...	ска	X	_	_	_	_	_	@yad1986m-words#@yad1986m#158.191#158.329
130	ии	и	CCONJ	_	_	_	_	_	@yad1986m-words#@yad1986m#166.91#167.365
131	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@yad1986m-words#@yad1986m#168.19#168.388
132	пока	пока	ADV	_	_	_	_	_	@yad1986m-words#@yad1986m#168.388#168.586
133	не	не	PART	_	_	_	_	_	@yad1986m-words#@yad1986m#168.586#168.784
134	назвал	назвать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#168.784#168.982
135	сумму	сумма	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#168.982#169.18
136	ага	ага	PART	_	_	_	_	_	@yad1986m-words#@yad1986m#197.86#198.113
137	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#198.113#198.366
138	ну	ну	INTJ	_	_	_	_	_	@yad1986m-words#@yad1986m#198.366#198.619
139	ии	и	CCONJ	_	_	_	_	_	@yad1986m-words#@yad1986m#198.619#198.872
140	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#198.872#199.125
141	наскольк...	насколько	ADV	_	_	_	_	_	@yad1986m-words#@yad1986m#199.125#199.38
142	ии	и	CCONJ	_	_	_	_	_	@yad1986m-words#@yad1986m#204.97#205.237
143	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#205.237#205.504
144	в	в	ADP	_	_	_	_	_	@yad1986m-words#@yad1986m#205.504#205.771
145	общем	общий	ADJ	_	Case=Loc|Gender=Neut|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#205.771#206.038
146	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@yad1986m-words#@yad1986m#206.038#206.305
147	собрали	собрать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#206.305#206.572
148	йоту-спэйс	йота-спэйс	PROPN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#206.572#206.839
149	полностью	полностью	ADV	_	_	_	_	_	@yad1986m-words#@yad1986m#206.839#207.11
150	и	и	CCONJ	_	_	_	_	_	@yad1986m-words#@yad1986m#207.99#208.32
151	отбили	отбить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#208.32#208.65
152	сразу	сразу	ADV	_	_	_	_	_	@yad1986m-words#@yad1986m#208.65#208.98
153	не	не	PART	_	_	_	_	_	@yad1986m-words#@yad1986m#210.079#210.339
154	сразу	сразу	ADV	_	_	_	_	_	@yad1986m-words#@yad1986m#210.339#210.6
155	аа	аа	INTJ	_	_	_	_	_	@yad1986m-words#@yad1986m#213.28#213.503
156	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#213.503#213.726
157	миллион	миллион	NUM	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#213.726#213.949
158	семьсот	семьсот	NUM	_	Animacy=Inan|Case=Nom|Number=Plur	_	_	_	@yad1986m-words#@yad1986m#213.949#214.172
159	только	только	PART	_	_	_	_	_	@yad1986m-words#@yad1986m#214.172#214.395
160	видео	видео	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#214.395#214.62
161	ну	ну	INTJ	_	_	_	_	_	@yad1986m-words#@yad1986m#223.55#223.787
162	в	в	ADP	_	_	_	_	_	@yad1986m-words#@yad1986m#223.787#224.024
163	итоге	итог	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#224.024#224.261
164	всё	всё	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#224.261#224.498
165	шоу	шоу	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#224.498#224.735
166	оно	оно	PRON	_	Case=Nom|Gender=Neut|Number=Sing|Person=3	_	_	_	@yad1986m-words#@yad1986m#224.735#224.972
167	миллиона	миллион	NUM	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#224.972#225.209
168	три	три	NUM	_	Animacy=Inan|Case=Acc	_	_	_	@yad1986m-words#@yad1986m#225.209#225.446
169	стоило	стоить	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#225.446#225.69
170	угу	угу	INTJ	_	_	_	_	_	@yad1986m-words#@yad1986m#228.26#228.549
171	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#228.549#228.838
172	объясни	объяснить	VERB	_	Aspect=Perf|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@yad1986m-words#@yad1986m#228.838#229.127
173	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#229.127#229.416
174	почему	почему	ADV	_ _	_	_	_	@yad1986m-words#@yad1986m#229.416#229.705
175	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#229.705#229.994
176	тупой	тупой	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#229.994#230.283
177	вопрос	вопрос NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#230.283#230.572
178	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#230.572#230.861
179	но	но	CCONJ	_	_	_	_	_	@yad1986m-words#@yad1986m#230.861#231.15
180	тем	то	PRON	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#231.15#231.439
181	не	не	PART	_	Polarity=Neg	_	_	_	@yad1986m-words#@yad1986m#231.439#231.728
182	менее	менее	ADV	_	Degree=Cmp	_	_	_	@yad1986m-words#@yad1986m#231.728#232.02
183	прямее	прямо	ADV	_	Degree=Cmp	_	_	_	@yad1986m-words#@yad1986m#232.82#233.144
184	всего	все	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#233.144#233.468
185	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#233.468#233.792
186	чем	что	PRON	_	Case=Ins	_	_	_	@yad1986m-words#@yad1986m#233.792#234.116
187	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@yad1986m-words#@yad1986m#234.116#234.44
188	нравится	нравиться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@yad1986m-words#@yad1986m#234.44#234.764
189	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#234.764#235.088
190	поэзия	поэзия	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#235.088#235.412
191	?	?	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#235.412#235.74
192	именно	именно	PART	_	_	_	_	_	@yad1986m-words#@yad1986m#236.62#236.891
193	поэзия	поэзия	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#236.891#237.162
194	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#237.162#237.433
195	не	не	PART	_	_	_	_	_	@yad1986m-words#@yad1986m#237.433#237.704
196	в	в	ADP	_	_	_	_	_	@yad1986m-words#@yad1986m#237.704#237.975
197	контексте	контекст	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#237.975#238.246
198	с	с	ADP	_	_	_	_	_	@yad1986m-words#@yad1986m#238.246#238.517
199	музыкой	музыка	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#238.517#238.788
200	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#238.788#239.059
201	а	а	CCONJ	_	_	_	_	_	@yad1986m-words#@yad1986m#239.059#239.33
202	именно	именно	PART	_	_	_	_	_	@yad1986m-words#@yad1986m#239.33#239.601
203	просто	просто	PART	_	_	_	_	_	@yad1986m-words#@yad1986m#239.601#239.872
204	вот	вот	PART	_	_	_	_	_	@yad1986m-words#@yad1986m#239.872#240.143
205	вот	вот	PART	_	_	_	_	_	@yad1986m-words#@yad1986m#240.143#240.414
206	вот	вот	PART	_	_	_	_	_	@yad1986m-words#@yad1986m#240.414#240.685
207	вообще	вообще	ADV	_	_	_	_	_	@yad1986m-words#@yad1986m#240.685#240.97
208	да	да	PART	_	_	_	_	_	@yad1986m-words#@yad1986m#295.153#295.374
209	/	/	PUNCT	_	_	_	_	_	@yad1986m-words#@yad1986m#295.374#295.595
210	что	что	SCONJ	_	_	_	_	_	@yad1986m-words#@yad1986m#295.595#295.816
211	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@yad1986m-words#@yad1986m#295.816#296.037
212	модно	модный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@yad1986m-words#@yad1986m#296.037#296.258
213	стильно	стильный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@yad1986m-words#@yad1986m#296.258#296.479
214	молодёжно	молодёжный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@yad1986m-words#@yad1986m#296.479#296.704
215	само	сам	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@aap1989m-words#@aap1989m#3.64#4.12
216	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@aap1989m-words#@aap1989m#5.02#5.255
217	пришёл	прийти	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#5.255#5.49
218	/	/	PUNCT	_	_	_	_	_	@aap1989m-words#@aap1989m#5.49#5.725
219	за	за	ADP	_	_	_	_	_	@aap1989m-words#@aap1989m#5.725#5.96
220	одну	один	NUM	_	Case=Acc|Gender=Fem	_	_	_	@aap1989m-words#@aap1989m#5.96#6.195
221	ночь	ночь	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@aap1989m-words#@aap1989m#6.195#6.43
222	написал	написать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#6.43#6.665
223	/	/	PUNCT	_	_	_	_	_	@aap1989m-words#@aap1989m#6.665#6.9
224	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@aap1989m-words#@aap1989m#6.9#7.135
225	помню	помнить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#7.135#7.37
226	этот	этот	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@aap1989m-words#@aap1989m#7.37#7.605
227	день	день	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@aap1989m-words#@aap1989m#7.605#7.85
228	Москва	Москва	PROPN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@aap1989m-words#@aap1989m#11.66#12.12
